make,model,trim,cylinder_layout,number_of_cylinders,engine_type,mixed_fuel_consumption_per_100km,city_fuel_per_100km,highway_fuel_per_100km
SsangYong,Kyron,2.0 Xdi MT,Inline,4,Diesel,7.4,9.7,6.1
SsangYong,Kyron,2.0 Xdi T-Tronic 4WD,Inline,4,Diesel,8.4,10.6,7.1
SsangYong,Kyron,2.0 Xdi T-Tronic,Inline,4,Diesel,7.5,11.7,6.2
SsangYong,Kyron,2.3 E-Tronic 4WD,Inline,4,Gasoline,11.6,15.4,9.4
SsangYong,Kyron,2.3 E-Tronic,Inline,4,Gasoline,11.6,15.4,9.4
SsangYong,Kyron,2.3 MT 4WD,Inline,4,Gasoline,10.7,14.6,8.5
SsangYong,Kyron,2.3 MT,Inline,4,Gasoline,10.6,14.7,8.2
SsangYong,Kyron,2.7 TD MT AWD,Inline,5,Diesel,9.5,11.1,8.6
SsangYong,Kyron,3.2 AT AWD,Inline,6,Gasoline,15.1,19.2,12.6
SsangYong,Musso,2.3 AT,Inline,4,Gasoline,13.2,17.9,10.5
SsangYong,Musso,2.3 MT,Inline,4,Gasoline,13.2,17.9,10.5
SsangYong,Musso,2.9 TDI AT AWD,Inline,5,Diesel,8.8,11.6,7.2
SsangYong,Musso,2.9 TDI AT,Inline,5,Diesel,8.8,11.6,7.2
SsangYong,Musso,2.9 TDI MT AWD,Inline,5,Diesel,8.8,11.6,7.2
SsangYong,Musso,2.9 TDI MT,Inline,5,Diesel,8.8,11.6,7.2
SsangYong,Musso,3.2 AT,Inline,6,Gasoline,15.1,20.1,12.3
SsangYong,Musso,602 D AT,Inline,5,Diesel,9.2,12,7.6
SsangYong,Musso,602 D MT,Inline,5,Diesel,9.2,12,7.6
SsangYong,Musso,E20 AT,Inline,4,Gasoline,12.2,16.4,10
SsangYong,Musso,E20 MT,Inline,4,Gasoline,12.2,16.4,10
SsangYong,Musso,E23 AT AWD,Inline,4,Gasoline,12.2,16.4,10
SsangYong,Musso,E23 AT,Inline,4,Gasoline,12.2,16.4,10
SsangYong,Musso,E23 MT AWD,Inline,4,Gasoline,12.2,16.4,10
SsangYong,Musso,E23 MT,Inline,4,Gasoline,12.2,16.4,10
SsangYong,Nomad,2.3 AT 4WD,Inline,4,Gasoline,11.3,15.4,8.8
SsangYong,Nomad,2.3 MT 4WD,Inline,4,Gasoline,10,13.6,7.9
SsangYong,Rexton,2.0 DTR MT 4WD,Inline,4,Diesel,7.3,8.9,6.3
SsangYong,Rexton,2.0 DTR MT,Inline,4,Diesel,7.2,8.9,6.2
SsangYong,Rexton,2.0 DTR T-Tronic 4WD,Inline,4,Diesel,7.6,9.3,6.6
SsangYong,Rexton,2.0 DTR T-Tronic,Inline,4,Diesel,7.3,9.2,6.3
SsangYong,Rexton,2.2 AT,Inline,4,Diesel,8,10.1,6.8
SsangYong,Rexton,2.2 MT,Inline,4,Diesel,7.6,9.6,6.4
SsangYong,Rexton,2.3 AT AWD RX 230,Inline,4,Gasoline,12.3,16.1,10.1
SsangYong,Rexton,2.3 AT RX 230,Inline,4,Gasoline,11.7,15.8,9.4
SsangYong,Rexton,2.3 MT AWD RX 230,Inline,4,Gasoline,11.7,15.8,9.4
SsangYong,Rexton,2.3 MT RX 230,Inline,4,Gasoline,11.7,15.8,9.4
SsangYong,Rexton,2.7 AT AWD RX 270 Xdi,Inline,5,Diesel,9.9,12.6,8.4
SsangYong,Rexton,2.7 AT RX 270 Xdi,Inline,5,Diesel,8.6,10.7,7.4
SsangYong,Rexton,2.7 MT AWD RX 270 Xdi,Inline,5,Diesel,8.6,10.7,7.4
SsangYong,Rexton,2.7 MT RX 270 Xdi,Inline,5,Diesel,8.6,10.7,7.4
SsangYong,Rexton,2.7 XVT AT AWD,Inline,5,Diesel,9.6,12,8.3
SsangYong,Rexton,2.7 XVT T-Tronic AWD,Inline,5,Diesel,9.6,12,8.3
SsangYong,Rexton,2.7 Xdi AT AWD,Inline,5,Diesel,9,11.7,7.5
SsangYong,Rexton,2.7 Xdi MT 4WD,Inline,5,Diesel,8.6,10.7,7.4
SsangYong,Rexton,2.7 Xdi T-Tronic 4WD,Inline,5,Diesel,9,11.7,7.5
SsangYong,Rexton,2.8 AT AWD RX 280,Inline,6,Gasoline,15.1,19.3,12.7
SsangYong,Rexton,2.8 AT RX 280,Inline,6,Gasoline,15.1,19.3,12.7
SsangYong,Rexton,2.9 AT AWD RX 290 TD,Inline,5,Diesel,11.3,15,9.3
SsangYong,Rexton,2.9 AT RX 290 TD,Inline,5,Diesel,9.3,12.5,7.2
SsangYong,Rexton,2.9 MT AWD RX 290 TD,Inline,5,Diesel,9.3,12.5,7.2
SsangYong,Rexton,2.9 MT RX 290 TD,Inline,5,Diesel,9.3,12.5,7.2
SsangYong,Rexton,3.2 AT AWD RX 320,Inline,6,Gasoline,14.2,19.2,11.3
SsangYong,Rexton,3.2 AT AWD,V-type,6,Gasoline,15.1,19.3,12.7
SsangYong,Rexton,3.2 MT AWD RX 320,Inline,6,Gasoline,14.2,19.2,11.3
SsangYong,Rexton,3.2 T-Tronic AWD,Inline,6,Gasoline,15.2,19.3,12.8
SsangYong,Rodius,2.7 AT,Inline,5,Diesel,9.2,11.7,7.7
SsangYong,Rodius,2.7 MT,Inline,5,Diesel,9.2,11.7,7.7
SsangYong,Rodius,3.2 AT 4WD,Inline,6,Gasoline,14.3,19,11.6
SsangYong,Rodius,3.2 AT,Inline,6,Gasoline,15.6,20.5,12.9
SsangYong,Stavic,2.0 D MT,Inline,4,Diesel,7.6,9.8,6.4
SsangYong,Stavic,2.0 D T-tronic 4WD,Inline,4,Diesel,8.1,10.1,6.9
SsangYong,Stavic,2.0 D T-tronic,Inline,4,Diesel,7.8,9.9,6.6
SsangYong,Stavic,3.2 T-tronic 4WD,Inline,6,Gasoline,14.3,19,11.6
SsangYong,Tivoli,1.6 AT,Inline,4,Gasoline,7.2,9.8,5.7
SsangYong,Tivoli,1.6 MT,Inline,4,Gasoline,6.6,8.6,5.5
Subaru,BRZ,2.0 AT,Opposed,4,Gasoline,7.1,9.6,5.7
Subaru,BRZ,2.0 MT,Opposed,4,Gasoline,7.8,10.4,6.4
Subaru,Forester,2.0 AT 4WD,opposed,4,petrol,9.4,11.5,8.3
Subaru,Forester,2.0 AT,Opposed,4,Gasoline,9.3,12.2,7.6
Subaru,Forester,2.0 CVT 4WD,opposed,4,diesel,6.1,7.3,5.4
Subaru,Forester,2.0 CVT AWD,Opposed,4,Gasoline,7.2,9,6.2
Subaru,Forester,2.0 E-AT,Opposed,4,Gasoline,8.2,10.8,6.6
Subaru,Forester,2.0 MT 4WD,opposed,4,petrol,9,11.7,7.7
Subaru,Forester,2.0 MT,Opposed,4,Gasoline,9.2,11.7,7.7
Subaru,Forester,2.0 XT AWD CVT,Opposed,4,Gasoline,8.5,11.2,7
Subaru,Forester,2.0D MT,Opposed,4,Diesel,6.3,7.2,5.8
Subaru,Forester,2.0X AT,Opposed,4,Gasoline,8.6,11.9,6.7
Subaru,Forester,2.0X E-AT,Opposed,4,Gasoline,8.4,11.2,6.9
Subaru,Forester,2.0X LPG AT,Opposed,4,Gasoline, Gas,8.4,11.5,6.6
Subaru,Forester,2.0X LPG MT,Opposed,4,Gasoline, Gas,8.5,11.5,6.8
Subaru,Forester,2.0X MT,Opposed,4,Gasoline,8.5,11.6,6.7
Subaru,Forester,2.0XS E-AT,Opposed,4,Gasoline,8.2,10.8,6.6
Subaru,Forester,2.0XS MT,Opposed,4,Gasoline,8.1,10.6,6.7
Subaru,Forester,2.0XT AT,Inline,4,Gasoline,9.8,13.7,7.6
Subaru,Forester,2.0XT Lineartronic AWD,Opposed,4,Gasoline,8.5,11.2,7
Subaru,Forester,2.0XT MT,Inline,4,Gasoline,9.8,13.3,7.8
Subaru,Forester,2.0i AWD 6MT,Opposed,4,Gasoline,8,10.4,6.7
Subaru,Forester,2.0i AWD CVT,Opposed,4,Gasoline,8.2,11.4,6.4
Subaru,Forester,2.0i Lineartronic AWD,Opposed,4,Gasoline,6.5,8.1,5.5
Subaru,Forester,2.0i MT AWD,Opposed,4,Gasoline,6.9,8.5,6
Subaru,Forester,2.0i-L AWD CVT,Opposed,4,Gasoline,8.2,11.4,6.4
Subaru,Forester,2.0i-L AWD MT,Opposed,4,Gasoline,8.2,11.4,6.4
Subaru,Forester,2.0i-S AWD CVT,Opposed,4,Gasoline,8.2,11.4,6.4
Subaru,Forester,2.5 CVT 4WD,opposed,4,petrol,8.3,10.9,6.8
Subaru,Forester,2.5 CVT AWD,Opposed,4,Gasoline,7.4,9.3,6.3
Subaru,Forester,2.5 MT 4WD,opposed,4,petrol,8.4,10.7,6.8
Subaru,Forester,2.5S-Edition E-AT,Opposed,4,Gasoline,10.5,14.8,7.9
Subaru,Forester,2.5XS E-AT,Opposed,4,Gasoline,9.3,12.5,7.5
Subaru,Forester,2.5XS MT,Opposed,4,Gasoline,9.3,12.9,7.2
Subaru,Forester,2.5XT AT,Opposed,4,Gasoline,10.5,14.3,8.3
Subaru,Forester,2.5XT E-AT Ts,Opposed,4,Gasoline,10.5,14.8,7.9
Subaru,Forester,2.5XT E-AT,Opposed,4,Gasoline,10.5,14.5,8.2
Subaru,Forester,2.5XT MT,Opposed,4,Gasoline,11,15,8.7
Subaru,Forester,2.5i Lineartronic AWD,Opposed,4,Gasoline,8.2,10.9,6.7
Subaru,Forester,2.5i S AWD,Opposed,4,Gasoline,8.2,10.9,6.7
Subaru,Forester,2.5i-L AWD CVT,Opposed,4,Gasoline,8.3,10.9,6.8
Subaru,Impreza WRX STi,2.0 MT 4WD,opposed,4,petrol,12.1,16.7,9.5
Subaru,Impreza WRX STi,2.5 AT 4WD,opposed,4,petrol,10.3,13.8,8.2
Subaru,Impreza WRX STi,2.5 MT 4WD,opposed,4,petrol,10.9,15.3,8.3
Subaru,Impreza WRX,2.0 MT 4WD,opposed,4,petrol,10.1,13.7,8
Subaru,Impreza WRX,2.5 AT 4WD,opposed,4,petrol,10.6,14.8,8.1
Subaru,Impreza WRX,2.5 MT 4WD,opposed,4,petrol,10.3,14.4,7.9
Subaru,Impreza,1.5 AT AWD,Opposed,4,Gasoline,7.5,9.8,6.2
Subaru,Impreza,1.5 AT I AWD,Opposed,4,Gasoline,7.9,10.4,6.4
Subaru,Impreza,1.5 AT I,Opposed,4,Gasoline,7.9,10.4,6.4
Subaru,Impreza,1.5 AT R AWD,Opposed,4,Gasoline,7.9,10.4,6.4
Subaru,Impreza,1.5 AT R,Opposed,4,Gasoline,7.9,10.4,6.4
Subaru,Impreza,1.5 AT TS AWD,Opposed,4,Gasoline,8.2,10.9,6.6
Subaru,Impreza,1.5 AT TS,Opposed,4,Gasoline,8.2,10.9,6.6
Subaru,Impreza,1.5 AT,Opposed,4,Gasoline,7.5,9.7,6.2
Subaru,Impreza,1.5 MT AWD,Opposed,4,Gasoline,7.5,9.6,6.3
Subaru,Impreza,1.5 MT I AWD,Opposed,4,Gasoline,7.9,10.4,6.4
Subaru,Impreza,1.5 MT I,Opposed,4,Gasoline,7.9,10.4,6.4
Subaru,Impreza,1.5 MT R AWD,Opposed,4,Gasoline,7.9,10.4,6.4
Subaru,Impreza,1.5 MT R,Opposed,4,Gasoline,7.9,10.4,6.4
Subaru,Impreza,1.5 MT TS AWD,Opposed,4,Gasoline,8.2,10.9,6.6
Subaru,Impreza,1.5 MT TS,Opposed,4,Gasoline,8.2,10.9,6.6
Subaru,Impreza,1.5 MT,Opposed,4,Gasoline,7.3,9.6,6
Subaru,Impreza,1.6 AT AWD,Opposed,4,Gasoline,8.9,12.1,7.1
Subaru,Impreza,1.6 AT TS AWD,Opposed,4,Gasoline,8.2,10.9,6.6
Subaru,Impreza,1.6 AT TS,Opposed,4,Gasoline,8.2,10.9,6.6
Subaru,Impreza,1.6 AT,Opposed,4,Gasoline,9.6,13.1,7.5
Subaru,Impreza,1.6 CVT 4WD,opposed,4,petrol,7,9.5,5.5
Subaru,Impreza,1.6 MT 4WD,Opposed,4,Gasoline,8,11.2,6.9
Subaru,Impreza,1.6 MT AWD,Opposed,4,Gasoline,8.9,12.1,7.1
Subaru,Impreza,1.6 MT TS AWD,Opposed,4,Gasoline,8.2,10.9,6.6
Subaru,Impreza,1.6 MT TS,Opposed,4,Gasoline,8.2,10.9,6.6
Subaru,Impreza,1.6 MT,Opposed,4,Gasoline,8,11.2,6.9
Subaru,Impreza,1.6i Lineartronic AWD,Opposed,4,Gasoline,7,9.5,5.5
Subaru,Impreza,1.6i MT AWD,Opposed,4,Gasoline,7.2,9.7,5.7
Subaru,Impreza,2.0 AT AWD,Opposed,4,Gasoline,9.6,13.5,7.4
Subaru,Impreza,2.0 AT GX AWD,Opposed,4,Gasoline,8.9,12.4,6.8
Subaru,Impreza,2.0 AT R AWD,Opposed,4,Gasoline,8.7,12.5,7
Subaru,Impreza,2.0 AT WRX AWD,Opposed,4,Gasoline,9.2,12.7,7.1
Subaru,Impreza,2.0 AT,Opposed,4,Gasoline,8.2,11.1,6.5
Subaru,Impreza,2.0 CVT 4WD,opposed,4,petrol,7.6,10.6,6
Subaru,Impreza,2.0 MT 4WD,Opposed,4,Gasoline,9,12.2,7.6
Subaru,Impreza,2.0 MT AWD,Opposed,4,Gasoline,9.6,13.5,7.4
Subaru,Impreza,2.0 MT GX AWD,Opposed,4,Gasoline,8.9,12.4,6.8
Subaru,Impreza,2.0 MT R AWD,Opposed,4,Gasoline,8.7,12.5,7
Subaru,Impreza,2.0 MT WRX AWD,Opposed,4,Gasoline,9.2,12.7,7.1
Subaru,Impreza,2.0 MT,Opposed,4,Gasoline,8.4,11.1,6.9
Subaru,Impreza,2.0 R AT AWD,Opposed,4,Gasoline,9,12.5,7
Subaru,Impreza,2.0 R MT AWD,Opposed,4,Gasoline,9,12.5,7
Subaru,Impreza,2.0 Turbo Lineartronic AWD,Opposed,4,Gasoline,9,12,7
Subaru,Impreza,2.0 Turbo MT AWD,Opposed,4,Gasoline,9.2,12.8,7.1
Subaru,Impreza,2.0D MT AWD,Opposed,4,Diesel,5.8,6.8,5.2
Subaru,Impreza,2.0D MT,Opposed,4,Diesel,5.8,6.8,5.2
Subaru,Impreza,2.0i Lineartronic AWD,Opposed,4,Gasoline,7.6,10.6,6
Subaru,Impreza,2.0i MT AWD,Opposed,4,Gasoline,7.9,11,6.1
Subaru,Impreza,2.5 AT 4WD,Opposed,4,Gasoline,10.6,14.8,8.1
Subaru,Impreza,2.5 AT AWD,Opposed,4,Gasoline,7.9,10.4,6.4
Subaru,Impreza,2.5 E-AT 4WD,Opposed,4,Gasoline,10.6,14.8,8.1
Subaru,Impreza,2.5 MT 4WD,Opposed,4,Gasoline,10.9,15.3,8.3
Subaru,Impreza,2.5 MT AWD,Opposed,4,Gasoline,7.9,10.4,6.4
Subaru,Impreza,2.5 Turbo MT 4WD,Opposed,4,Gasoline,10.4,14,8.4
Subaru,Justy,1.0 CVT,Inline,3,Gasoline,6.4,7.2,5.5
Subaru,Justy,1.0 MT 4WD,inline,3,petrol,7.5,7.5,5.5
Subaru,Justy,1.0 MT AWD,Inline,3,Gasoline,6.5,7.2,5.5
Subaru,Justy,1.0 MT,Inline,3,Gasoline,6.4,7.5,5.5
Subaru,Justy,1.2 CVT AWD,Inline,3,Gasoline,7.6,7.7,6
Subaru,Justy,1.2 CVT,Inline,3,Gasoline,6.7,7.7,5
Subaru,Justy,1.2 MT 4WD,inline,3,petrol,8,8.2,5.8
Subaru,Justy,1.2 MT AWD,Inline,3,Gasoline,7.1,8,5.7
Subaru,Justy,1.2 MT,Inline,3,Gasoline,6.8,8.1,5.3
Subaru,Justy,1.3 DDiS MT,Inline,4,Diesel,5,6.2,4.4
Subaru,Justy,1.3 MT 4WD,inline,4,petrol,6.8,8.6,5.8
Subaru,Justy,1.3 MT AWD,Inline,4,Gasoline,6.9,8.7,5.9
Subaru,Justy,1.5 MT AWD,Inline,4,Gasoline,7.2,9.1,6.1
Subaru,Legacy,1.8 AT 4WD,opposed,4,petrol,10.5,12.4,7.7
Subaru,Legacy,1.8 MT 4WD,Opposed,4,Gasoline,9,12,7
Subaru,Legacy,2.0 AT 4WD,opposed,4,petrol,9.4,12.3,7.6
Subaru,Legacy,2.0 CVT 4WD,opposed,4,petrol,8,10.8,6.4
Subaru,Legacy,2.0 Lineartronic AWD,Opposed,4,Gasoline,8,10.8,6.4
Subaru,Legacy,2.0 MT 4WD,opposed,4,petrol,9.4,12,7.7
Subaru,Legacy,2.0 MT AWD,Opposed,4,Gasoline,8.5,11.8,6.7
Subaru,Legacy,2.0 Turbo MT 4WD,Opposed,4,Gasoline,9,12,7
Subaru,Legacy,2.0 Turbo Super MT 4WD,Opposed,4,Gasoline,9,12,7
Subaru,Legacy,2.0 d MT 4WD,Opposed,4,Diesel,5.7,7.1,5
Subaru,Legacy,2.0D MT 4WD,Opposed,4,Diesel,5.6,7,4.8
Subaru,Legacy,2.2 MT 4WD,Opposed,4,Gasoline,9,13,7
Subaru,Legacy,2.5 AT 4WD,Opposed,4,Gasoline,9.9,13.4,7.8
Subaru,Legacy,2.5 CVT 4WD,opposed,4,petrol,8,11,6.2
Subaru,Legacy,2.5 CVT AWD,Opposed,4,Gasoline,8,11,6.2
Subaru,Legacy,2.5 GT E-5AT AWD,Opposed,4,Gasoline,10.6,14.9,8.1
Subaru,Legacy,2.5 Lineartronic AWD,Opposed,4,Gasoline,8,11,6.2
Subaru,Legacy,2.5 MT 4WD,Opposed,4,Gasoline,9,12,7
Subaru,Legacy,2.5 Sport AWD Lineartronic,Opposed,4,Gasoline,8.2,11.2,6.4
Subaru,Legacy,2.5 Sport Lineartronic AWD,Opposed,4,Gasoline,8.2,11.2,6.4
Subaru,Legacy,3.0 AT 4WD,Opposed,6,Gasoline,9.8,13.8,7.4
Subaru,Legacy,3.0 MT 4WD,Opposed,6,Gasoline,12.1,17.6,8.9
Subaru,Legacy,3.6 CVT AWD,Opposed,6,Gasoline,10.2,11.9,8.3
Subaru,Libero,1.2 MT 4WD,Inline,3,Gasoline,7.3,9.3,6.1
Subaru,Outback,2.0 TD CVT AWD,Inline,4,Diesel,6.3,7.6,5.6
Subaru,Outback,2.0 TD Lineartronic AWD,Opposed,4,Diesel,6.1,7.5,5.3
Subaru,Outback,2.0 TD MT AWD,Opposed,4,Diesel,5.8,7.1,5.1
Subaru,Outback,2.5 AT AWD,Opposed,4,Gasoline,8.7,11.7,6.9
Subaru,Outback,2.5 CVT AWD,Opposed,4,Gasoline,9.1,12,7.4
Subaru,Outback,2.5 Lineartronic AWD,Opposed,4,Gasoline,8.4,11.3,6.7
Subaru,Outback,2.5 MT 4WD,Opposed,4,Gasoline,9,12.3,7.2
Subaru,Outback,2.5 MT AWD,Opposed,4,Gasoline,8.6,11.6,6.9
Subaru,Outback,3.0 AT 4WD,Opposed,6,Gasoline,9.9,14,7.6
Subaru,Outback,3.0 AT AWD,Opposed,6,Gasoline,9.8,13.8,7.4
Subaru,Outback,3.6 CVT AWD,Opposed,6,Gasoline,9.9,14.2,7.5
Subaru,Outback,3.6 E-5AT AWD,Opposed,6,Gasoline,10,14.4,7.5
Subaru,Outback,3.6 Lineartronic AWD,Opposed,6,Gasoline,9.9,14.2,7.5
Subaru,SVX,3.3 AT 4WD,Opposed,6,Gasoline,10.4,12.6,7.7
Subaru,Traviq,1.8 AT,Inline,4,Gasoline,8.6,11.4,6.9
Subaru,Tribeca,3.6 AT AWD,Opposed,6,Gasoline,11.6,16.2,9
Subaru,Vivio,0.66 AT,Inline,4,Gasoline,6.1,7,5.6
Subaru,Vivio,0.66 MT 4WD,Inline,4,Gasoline,6.2,8,5.2
Subaru,Vivio,0.66 MT,Inline,4,Gasoline,6.2,8,5.2
Subaru,XT,1.8 MT AWD,Opposed,4,Gasoline,8.8,10.9,6.7
Subaru,XT,2.7 MT AWD,Opposed,6,Gasoline,12,14,9
Subaru,XV,1.6 CVT AWD,Opposed,4,Gasoline,7.3,9.7,5.9
Subaru,XV,1.6 MT AWD,Opposed,4,Gasoline,7.3,9.4,6.2
Subaru,XV,2.0 CVT AWD,Opposed,4,Gasoline,7.9,10.5,6.5
Subaru,XV,2.0 MT AWD,Opposed,4,Gasoline,8,11.1,6.3
Subaru,XV,2.0-S CVT AWD,Opposed,4,Gasoline,7.9,10.5,6.5
Subaru,XV,2.0i AWD 6MT,Opposed,4,Gasoline,7.1,9.6,6.1
Subaru,XV,2.0i AWD CVT,Opposed,4,Gasoline,7,9.1,5.7
Subaru,XV,2.0i-S AWD CVT,Opposed,4,Gasoline,7,9.1,5.7
Suzuki,Aerio,1.5 AT 4WD,Inline,4,Gasoline,7.5,10,6
Suzuki,Aerio,1.5 AT,Inline,4,Gasoline,7.5,10,6
Suzuki,Aerio,1.5 MT 4WD,Inline,4,Gasoline,7.5,10,6
Suzuki,Aerio,1.5 MT,Inline,4,Gasoline,7.5,10,6
Suzuki,Aerio,1.8 AT 4WD,Inline,4,Gasoline,6.9,8.8,5.8
Suzuki,Aerio,1.8 AT,Inline,4,Gasoline,6.9,8.8,5.8
Suzuki,Aerio,1.8 MT 4WD,Inline,4,Gasoline,7.4,9.7,6
Suzuki,Aerio,1.8 MT,Inline,4,Gasoline,7.4,9.7,6
Suzuki,Alto,1.0 AT,inline,3,petrol,5.1,6.7,4.5
Suzuki,Alto,1.0 MT,inline,3,petrol,4.4,5.2,3.8
Suzuki,Alto,1.1 AT,Inline,4,Gasoline,5.9,6.9,4.7
Suzuki,Alto,1.1 MT,Inline,4,Gasoline,5.4,6.5,4.3
Suzuki,Baleno,1.0 AT,Inline,3,Gasoline,4.7,6.1,3.9
Suzuki,Baleno,1.0 MT,Inline,3,Gasoline,4.4,5.4,3.9
Suzuki,Baleno,1.2 MT,Inline,4,Gasoline,4.2,5.3,3.6
Suzuki,Baleno,1.2 SHVS MT,Inline,4,Gasoline,4,4.7,3.6
Suzuki,Baleno,1.3 MT,Inline,4,Gasoline,6.6,7.6,5.2
Suzuki,Baleno,1.6 MT,Inline,4,Gasoline,7,8,5
Suzuki,Cappuccino,0.7 AT,Inline,3,Gasoline,6,7.2,5.4
Suzuki,Celerio,1.0 MT,inline,3,Gasoline,4.3,5.1,3.7
Suzuki,Forenza,2.0 AT,Inline,4,Gasoline,9.8,11.8,7.8
Suzuki,Forenza,2.0 MT,Inline,4,Gasoline,9.8,11.8,7.8
Suzuki,Grand Vitara,1.6 AT 4WD,Inline,4,Gasoline,8,10,6.8
Suzuki,Grand Vitara,1.6 MT  4WD,inline,4,Gasoline,8,10.1,7.2
Suzuki,Grand Vitara,1.6 MT 4WD,Inline,4,Gasoline,8.5,10.1,7.2
Suzuki,Grand Vitara,1.6 MT AWD,Inline,4,Gasoline,8.2,10.2,7.1
Suzuki,Grand Vitara,1.6 MT,inline,4,petrol,8,10,6.8
Suzuki,Grand Vitara,1.9 DDiS MT,Inline,4,Diesel,7,9,6
Suzuki,Grand Vitara,1.9 MT 4WD,inline,4,diesel,6.6,7.8,6
Suzuki,Grand Vitara,1.9 TD MT AWD,Inline,4,Diesel,7.3,8.9,6.4
Suzuki,Grand Vitara,2.0 AT 4WD,Inline,4,Gasoline,10,12.5,8.5
Suzuki,Grand Vitara,2.0 AT AWD,Inline,4,Gasoline,8.9,11.2,7.5
Suzuki,Grand Vitara,2.0 AT,Inline,4,Gasoline,8.9,11.2,7.5
Suzuki,Grand Vitara,2.0 MT  4WD,inline,4,Gasoline,9.4,12.3,7.7
Suzuki,Grand Vitara,2.0 MT 4WD,Inline,4,Gasoline,9,12,7.6
Suzuki,Grand Vitara,2.0 MT AWD,Inline,4,Gasoline,8.4,10.6,7.1
Suzuki,Grand Vitara,2.0 MT,Inline,4,Gasoline,8.4,10.6,7.1
Suzuki,Grand Vitara,2.0 TD AT 4WD,Inline,4,Diesel,7.9,9.9,6.4
Suzuki,Grand Vitara,2.0 TD MT 4WD,Inline,4,Diesel,8,10,6
Suzuki,Grand Vitara,2.0 TD MT,Inline,4,Diesel,7.3,9.4,6.9
Suzuki,Grand Vitara,2.4 AT 4WD,inline,4,petrol,9.4,11.9,8
Suzuki,Grand Vitara,2.4 AT AWD,Inline,4,Gasoline,9.4,11.9,8
Suzuki,Grand Vitara,2.4 AT,Inline,4,Gasoline,9.7,12.5,8.1
Suzuki,Grand Vitara,2.4 MT 4WD,inline,4,petrol,8.7,11,7.4
Suzuki,Grand Vitara,2.4 MT AWD,Inline,4,Gasoline,8.7,11,7.4
Suzuki,Grand Vitara,2.4 MT,Inline,4,Gasoline,9,11.4,7.6
Suzuki,Grand Vitara,2.5 AT 4WD,V-type,6,Gasoline,11,14,9
Suzuki,Grand Vitara,2.5 AT,V-type,6,Gasoline,11.5,14,9
Suzuki,Grand Vitara,2.5 MT 4WD,V-type,6,Gasoline,10.2,13.5,8.4
Suzuki,Grand Vitara,2.7 AT 4WD,V-type,6,Gasoline,11.5,15.3,9.3
Suzuki,Grand Vitara,2.7 AT,V-type,6,Gasoline,10.2,13,9.5
Suzuki,Grand Vitara,2.7 MT 4WD,V-type,6,Gasoline,11.5,15.3,9.3
Suzuki,Grand Vitara,2.7 MT,V-type,6,Gasoline,10.8,13.8,9.1
Suzuki,Grand Vitara,3.2 AT 4WD,V-type,6,petrol,10.6,14.4,8.3
Suzuki,Grand Vitara,3.2 AT,V-type,6,Gasoline,10.6,14.4,8.3
Suzuki,Ignis,1.3 AT,Inline,4,Gasoline,7,9.2,5.7
Suzuki,Ignis,1.3 DDiS MT,Inline,4,Diesel,5,6.2,4.4
Suzuki,Ignis,1.3 MT 4WD,inline,4,petrol,6.9,9,5.7
Suzuki,Ignis,1.3 MT,Inline,4,Gasoline,6.4,9.5,5.2
Suzuki,Ignis,1.5 AT,Inline,4,Gasoline,7.2,9.8,5.8
Suzuki,Ignis,1.5 MT 4WD,Inline,4,Gasoline,7.2,9.1,6.1
Suzuki,Ignis,1.5 MT,Inline,4,Gasoline,6.9,9,5.8
Suzuki,Jimny,1.3 AT 4WD,Inline,4,Gasoline,7.8,9.9,6.6
Suzuki,Jimny,1.3 AT,Inline,4,Gasoline,7.5,10.2,7.1
Suzuki,Jimny,1.3 MT 4WD,Inline,4,Gasoline,7,9,6
Suzuki,Jimny,1.3 MT,Inline,4,Gasoline,7,9,6
Suzuki,Jimny,1.5 D MT,Inline,4,Diesel,6,7,5
Suzuki,Jimny,1.5 MT 4WD,inline,4,diesel,6.1,7,5.6
Suzuki,Kizashi,2.4 4WD CVT,Inline,4,Gasoline,8.3,11.3,6.6
Suzuki,Kizashi,2.4 CVT,Inline,4,Gasoline,8,11,6.3
Suzuki,Kizashi,2.4 MT,Inline,4,Gasoline,7.9,10.6,6.3
Suzuki,Liana,1.3 MT,Inline,4,Gasoline,6.7,8.4,5.6
Suzuki,Liana,1.4 DDiS MT,Inline,4,Diesel,5.3,6.5,4.7
Suzuki,Liana,1.5 AT,Inline,4,Gasoline,7.5,10,6
Suzuki,Liana,1.5 MT,Inline,4,Gasoline,7.4,10,6
Suzuki,Liana,1.6 AT 4WD,Inline,4,Gasoline,7,9.1,5.8
Suzuki,Liana,1.6 AT AWD,Inline,4,Gasoline,8.2,10.3,7
Suzuki,Liana,1.6 AT,Inline,4,Gasoline,6.7,8.6,5.6
Suzuki,Liana,1.6 MT 4WD,Inline,4,Gasoline,7,9.1,5.8
Suzuki,Liana,1.6 MT AWD,Inline,4,Gasoline,7.4,9,6.5
Suzuki,Liana,1.6 MT,Inline,4,Gasoline,7,8.8,5.8
Suzuki,MR Wagon,0.7 AT,Inline,3,Gasoline,7.4,9.2,6.4
Suzuki,Palette,0.7 AT 4WD,inline,3,petrol,5.2,6,4.1
Suzuki,SX4,1.0 Turbo AT,Inline,3,Gasoline,5.2,6.2,4.7
